accuracy,loss,val_accuracy,val_loss,learning_rate
0.3787587881088257,1.6616816520690918,0.28999999165534973,1.6234592199325562,9.999999747378752e-05
0.4747280776500702,1.5744277238845825,0.5366666913032532,1.5341886281967163,9.999999747378752e-05
0.5463851690292358,1.4678153991699219,0.6333333253860474,1.402759075164795,9.999999747378752e-05
0.6148432493209839,1.276408314704895,0.5933333039283752,1.16791832447052,9.999999747378752e-05
0.6493921875953674,1.083296775817871,0.6800000071525574,1.0460827350616455,9.999999747378752e-05
0.6865003108978271,0.972652018070221,0.7566666603088379,0.9831436276435852,9.999999747378752e-05
0.7044146060943604,0.9021064043045044,0.7599999904632568,0.9422372579574585,9.999999747378752e-05
0.7658349275588989,0.8246657252311707,0.7566666603088379,0.8442956805229187,9.999999747378752e-05
0.781190037727356,0.774409830570221,0.75,0.8315814733505249,9.999999747378752e-05
0.8195777535438538,0.6970317959785461,0.7333333492279053,0.8216313719749451,9.999999747378752e-05
0.8451695442199707,0.6409034132957458,0.7733333110809326,0.7879614233970642,9.999999747378752e-05
0.8522073030471802,0.5985358357429504,0.8066666722297668,0.7368860840797424,9.999999747378752e-05
0.8790786862373352,0.5429947376251221,0.7433333396911621,0.7680168151855469,9.999999747378752e-05
0.891234815120697,0.5128569602966309,0.7766666412353516,0.7731186747550964,9.999999747378752e-05
0.9193857908248901,0.44996389746665955,0.8133333325386047,0.6961895227432251,9.999999747378752e-05
0.9264235496520996,0.43063074350357056,0.8333333134651184,0.6826649308204651,9.999999747378752e-05
0.9353806972503662,0.40253615379333496,0.8133333325386047,0.6781409978866577,9.999999747378752e-05
0.9462571740150452,0.36305665969848633,0.8266666531562805,0.6876184344291687,9.999999747378752e-05
0.9532949328422546,0.33682191371917725,0.8299999833106995,0.6707402467727661,9.999999747378752e-05
0.9545745253562927,0.32662707567214966,0.8366666436195374,0.6636321544647217,9.999999747378752e-05
0.9609724879264832,0.3018575608730316,0.8233333230018616,0.7302858233451843,9.999999747378752e-05
0.9616122841835022,0.28778451681137085,0.7833333611488342,0.7854636907577515,9.999999747378752e-05
0.9692898392677307,0.2677239775657654,0.8433333039283752,0.6734771132469177,9.999999747378752e-05
0.9750480055809021,0.25450456142425537,0.8433333039283752,0.6775631904602051,4.999999873689376e-05
0.9724888205528259,0.24496561288833618,0.8500000238418579,0.6823598742485046,4.999999873689376e-05
0.9705694317817688,0.2419014424085617,0.8533333539962769,0.6825664043426514,4.999999873689376e-05
0.9660908579826355,0.2513948380947113,0.8433333039283752,0.6996887922286987,2.499999936844688e-05
0.9769673943519592,0.22950099408626556,0.846666693687439,0.689241886138916,2.499999936844688e-05
